,worker_id,doc_id,doc_fact_check_ground_truth_label,doc_fact_check_ground_truth_value,sovra,quartile,doc_truthfulness_value,mean,scarto,age_ans_index,school_ans_index,taxes_ans_index,political_views_ans_index,consideration_ans_index,southern_border_ans_index,age_ans_label,school_ans_label,taxes_ans_label,political_views_ans_label,consideration_ans_label,southern_border_ans_label,s_info_1_ans_index,s_info_3_v2_ans_index,s_info_4_ans_index,s_info_5_ans_index,s_info_6_ans_index,s_info_7_ans_index,s_com_1_v2_ans_index,s_com_2_ans_index,s_info_1_ans_label,s_info_3_v2_ans_label,s_info_4_ans_label,s_info_5_ans_label,s_info_6_ans_label,s_info_7_ans_label,s_com_1_v2_ans_label,s_com_2_ans_label,k_info_1_ans_index,k_info_2_ans_index,k_info_3_ans_index,k_crea_2_ans_index,k_ai_2_ans_index,k_ai_4_ans_index,k_info_1_ans_label,k_info_2_ans_label,k_info_3_ans_label,k_crea_2_ans_label,k_ai_2_ans_label,k_ai_4_ans_label,doc_index,doc_speaker_party,doc_statement_date,numero_parole_frase,numero_parole_significative,percentuale_parole_significative,fre,sentiment,subjectivity,sentiment_label,subjectivity_label,doc_completeness_index,doc_comprehensibility_index,doc_precision_index,doc_informativeness_index,doc_unbiasedness_index,doc_accuracy_index,doc_speaker's-trustworthiness_index,doc_confidence_index,doc_time_elapsed,query_amount_per_doc,response_position,selected_amount_per_doc,sim_statem_query,sim_statem_resname,sim_statem_ressnip
10,55ca03e1fdf99b2735fc1dde,yes-tax-break-ron-johnson-pushed-2017-has-benefite,true,5.0,true,correct_true,5.0,4.3,0,3.0,5.0,7.0,3.0,1.0,1.0,36-50,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree","100,000$ to less than 150,000$",Liberal,Democrat,Disagree,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,completely_true,completely_true,completely_true,completely_true,completely_true,completely_true,completely_true,completely_true,0.0,0.0,1.0,1.0,0.0,1.0,definetely_untrue,definetely_untrue,definetely_true,definetely_true,definetely_untrue,definetely_true,3.0,DEM,4.0,14,11,0.7857142857142857,31.89,0.125,0.7,positive,media-alta,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,231.11,1,0,1,1.0,0.7,0.0
11,55ca03e1fdf99b2735fc1dde,joni-ernst-target-describing-11th-hour-obama-rule-,mostly-true,4.0,other,other,4.0,3.4,0,3.0,5.0,7.0,3.0,1.0,1.0,36-50,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree","100,000$ to less than 150,000$",Liberal,Democrat,Disagree,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,completely_true,completely_true,completely_true,completely_true,completely_true,completely_true,completely_true,completely_true,0.0,0.0,1.0,1.0,0.0,1.0,definetely_untrue,definetely_untrue,definetely_true,definetely_true,definetely_untrue,definetely_true,5.0,DEM,3.0,16,12,0.75,12.94,0.0,0.0,neutral,bassa,4.0,4.0,3.0,3.0,0.0,3.0,0.0,4.0,91.16,1,0,1,0.7961538461538462,0.2,0.6666666666666666
12,5658000ca9872d0011e1ba26,suozzi-calling-hochul-interim-governor-s-misleadin,pants-on-fire,0.0,pants-on-fire,wrong_false,4.0,3.2,4,2.0,1.0,4.0,4.0,1.0,1.0,26-35,High school graduate or GED (includes technical/vocational training that doesnât towards college credit),"40,000$ to less than 50,000$",Very liberal,Democrat,Disagree,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,completely_true,completely_true,completely_true,completely_true,completely_true,completely_true,completely_untrue,completely_true,2.0,0.0,1.0,1.0,0.0,1.0,dont_know,definetely_untrue,definetely_true,definetely_true,definetely_untrue,definetely_true,6.0,DEM,1.0,5,3,0.6,49.48,0.0,0.0,neutral,bassa,0.0,4.0,2.0,2.0,0.0,3.0,2.0,4.0,158.52,1,4,1,0.8,0.0,0.3333333333333333
13,5658000ca9872d0011e1ba26,fact-checking-claim-about-number-immigrants-becomi,half-true,3.0,other,other,3.0,3.4,0,2.0,1.0,4.0,4.0,1.0,1.0,26-35,High school graduate or GED (includes technical/vocational training that doesnât towards college credit),"40,000$ to less than 50,000$",Very liberal,Democrat,Disagree,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,completely_true,completely_true,completely_true,completely_true,completely_true,completely_true,completely_untrue,completely_true,2.0,0.0,1.0,1.0,0.0,1.0,dont_know,definetely_untrue,definetely_true,definetely_true,definetely_untrue,definetely_true,7.0,DEM,7.0,30,13,0.4333333333333333,74.87,0.3333333333333333,0.3555555555555555,positive,media-bassa,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,116.44,1,0,1,0.9333333333333332,0.0,0.4615384615384615
14,5658000ca9872d0011e1ba26,nikki-frieds-ad-misleads-crists-position-abortion-,barely-true,2.0,other,other,5.0,3.1,3,2.0,1.0,4.0,4.0,1.0,1.0,26-35,High school graduate or GED (includes technical/vocational training that doesnât towards college credit),"40,000$ to less than 50,000$",Very liberal,Democrat,Disagree,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,completely_true,completely_true,completely_true,completely_true,completely_true,completely_true,completely_untrue,completely_true,2.0,0.0,1.0,1.0,0.0,1.0,dont_know,definetely_untrue,definetely_true,definetely_true,definetely_untrue,definetely_true,0.0,DEM,6.0,4,3,0.75,75.88,0.0,0.0,neutral,bassa,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,24.64,1,2,1,1.0,0.3333333333333333,0.3333333333333333
15,5658000ca9872d0011e1ba26,marjorie-taylor-greene-shared-edited-image-highlan,false,1.0,other,other,0.0,1.1,1,2.0,1.0,4.0,4.0,1.0,1.0,26-35,High school graduate or GED (includes technical/vocational training that doesnât towards college credit),"40,000$ to less than 50,000$",Very liberal,Democrat,Disagree,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,completely_true,completely_true,completely_true,completely_true,completely_true,completely_true,completely_untrue,completely_true,2.0,0.0,1.0,1.0,0.0,1.0,dont_know,definetely_untrue,definetely_true,definetely_true,definetely_untrue,definetely_true,1.0,REP,7.0,20,13,0.65,59.64,-0.1,0.05,negative,bassa,3.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,72.57,1,0,1,0.90625,0.3333333333333333,0.4615384615384615
16,5658000ca9872d0011e1ba26,virginia-975-abortions-occur-15-weeks-pregnancy-or,mostly-true,4.0,other,other,4.0,4.0,0,2.0,1.0,4.0,4.0,1.0,1.0,26-35,High school graduate or GED (includes technical/vocational training that doesnât towards college credit),"40,000$ to less than 50,000$",Very liberal,Democrat,Disagree,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,completely_true,completely_true,completely_true,completely_true,completely_true,completely_true,completely_untrue,completely_true,2.0,0.0,1.0,1.0,0.0,1.0,dont_know,definetely_untrue,definetely_true,definetely_true,definetely_untrue,definetely_true,3.0,DEM,7.0,11,8,0.7272727272727273,60.31,0.0,0.0,neutral,bassa,4.0,4.0,4.0,3.0,0.0,3.0,0.0,4.0,131.34,1,0,1,0.9,0.5,0.875
17,5658000ca9872d0011e1ba26,susan-collins-says-year-overwhelming-majority-new-,true,5.0,true,wrong_true,5.0,3.0,0,2.0,1.0,4.0,4.0,1.0,1.0,26-35,High school graduate or GED (includes technical/vocational training that doesnât towards college credit),"40,000$ to less than 50,000$",Very liberal,Democrat,Disagree,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,completely_true,completely_true,completely_true,completely_true,completely_true,completely_true,completely_untrue,completely_true,2.0,0.0,1.0,1.0,0.0,1.0,dont_know,definetely_untrue,definetely_true,definetely_true,definetely_untrue,definetely_true,4.0,REP,7.0,11,8,0.7272727272727273,68.77,0.3181818181818182,0.7272727272727273,positive,media-alta,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,149.14,2,2,1,0.9,0.0,0.625
18,565bdfcec121fe0012fc3897,fact-checking-chris-murphy-ages-mass-shooters,mostly-true,4.0,other,other,3.0,3.1,1,2.0,2.0,7.0,4.0,2.0,2.0,26-35,"Some college (some community college, associateâs degree)","100,000$ to less than 150,000$",Very liberal,Independent,No opinion either way,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,completely_true,completely_true,completely_true,completely_true,completely_true,slightly_true,not_true_and_not_untrue,completely_true,0.0,0.0,1.0,1.0,1.0,1.0,definetely_untrue,definetely_untrue,definetely_true,definetely_true,definetely_true,definetely_true,6.0,DEM,5.0,11,7,0.6363636363636364,102.61,0.0,0.0,neutral,bassa,0.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,102.38,1,1,1,0.6071428571428572,0.0,0.8571428571428571
19,565bdfcec121fe0012fc3897,marjorie-taylor-greene-shared-edited-image-highlan,false,1.0,other,other,5.0,1.1,4,2.0,2.0,7.0,4.0,2.0,2.0,26-35,"Some college (some community college, associateâs degree)","100,000$ to less than 150,000$",Very liberal,Independent,No opinion either way,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,completely_true,completely_true,completely_true,completely_true,completely_true,slightly_true,not_true_and_not_untrue,completely_true,0.0,0.0,1.0,1.0,1.0,1.0,definetely_untrue,definetely_untrue,definetely_true,definetely_true,definetely_true,definetely_true,0.0,REP,7.0,20,13,0.65,59.64,-0.1,0.05,negative,bassa,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,34.18,1,3,1,0.4,0.25,0.3076923076923077
20,565bdfcec121fe0012fc3897,rep-doug-holders-texting-while-driving-stat-too-hi,barely-true,2.0,other,other,3.0,2.4,1,2.0,2.0,7.0,4.0,2.0,2.0,26-35,"Some college (some community college, associateâs degree)","100,000$ to less than 150,000$",Very liberal,Independent,No opinion either way,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,completely_true,completely_true,completely_true,completely_true,completely_true,slightly_true,not_true_and_not_untrue,completely_true,0.0,0.0,1.0,1.0,1.0,1.0,definetely_untrue,definetely_untrue,definetely_true,definetely_true,definetely_true,definetely_true,2.0,REP,7.0,13,8,0.6153846153846154,49.82,0.1,0.4,positive,media,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,201.59,1,10,1,0.1704545454545454,0.125,0.125
21,565bdfcec121fe0012fc3897,fact-checking-joe-biden-paying-down-federal-debt,half-true,3.0,other,other,0.0,3.0,3,2.0,2.0,7.0,4.0,2.0,2.0,26-35,"Some college (some community college, associateâs degree)","100,000$ to less than 150,000$",Very liberal,Independent,No opinion either way,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,completely_true,completely_true,completely_true,completely_true,completely_true,slightly_true,not_true_and_not_untrue,completely_true,0.0,0.0,1.0,1.0,1.0,1.0,definetely_untrue,definetely_untrue,definetely_true,definetely_true,definetely_true,definetely_true,3.0,DEM,5.0,19,11,0.5789473684210527,43.73,-0.1555555555555555,0.2888888888888889,negative,media-bassa,4.0,4.0,3.0,4.0,1.0,3.0,1.0,4.0,993.17,1,3,1,0.4166666666666666,0.4,0.1818181818181818
22,565bdfcec121fe0012fc3897,fact-checking-bernie-sanders-claim-us-spends-three,true,5.0,true,other_true,4.0,3.6,1,2.0,2.0,7.0,4.0,2.0,2.0,26-35,"Some college (some community college, associateâs degree)","100,000$ to less than 150,000$",Very liberal,Independent,No opinion either way,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,completely_true,completely_true,completely_true,completely_true,completely_true,slightly_true,not_true_and_not_untrue,completely_true,0.0,0.0,1.0,1.0,1.0,1.0,definetely_untrue,definetely_untrue,definetely_true,definetely_true,definetely_true,definetely_true,4.0,DEM,12.0,27,16,0.5925925925925926,86.37,0.5,0.5,positive,media,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,652.82,2,1,1,0.2526315789473684,0.125,0.3125
23,565bdfcec121fe0012fc3897,graphic-labeled-top-ten-most-unhealthy-us-cities-d,pants-on-fire,0.0,pants-on-fire,other_false,4.0,1.7,4,2.0,2.0,7.0,4.0,2.0,2.0,26-35,"Some college (some community college, associateâs degree)","100,000$ to less than 150,000$",Very liberal,Independent,No opinion either way,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,completely_true,completely_true,completely_true,completely_true,completely_true,slightly_true,not_true_and_not_untrue,completely_true,0.0,0.0,1.0,1.0,1.0,1.0,definetely_untrue,definetely_untrue,definetely_true,definetely_true,definetely_true,definetely_true,5.0,REP,2.0,25,21,0.84,46.1,0.0333333333333333,0.3999999999999999,positive,media-bassa,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,379.61,3,0,1,0.1488095238095238,0.0,0.0
24,567dd32b4f0ef30006dbb718,more-50-years-ago-new-york-republican-support-abor,true,5.0,true,other_true,4.0,3.7,1,4.0,5.0,5.0,3.0,1.0,2.0,51-80,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree","50,000$ to less than 75,000$",Liberal,Democrat,No opinion either way,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,slightly_true,slightly_true,completely_true,slightly_true,slightly_true,not_true_and_not_untrue,slightly_true,slightly_untrue,2.0,0.0,1.0,1.0,0.0,1.0,dont_know,definetely_untrue,definetely_true,definetely_true,definetely_untrue,definetely_true,0.0,DEM,5.0,20,14,0.7,51.18,0.1363636363636363,0.4545454545454545,positive,media,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,36.67,1,0,1,1.0,0.5555555555555556,0.6923076923076923
25,567dd32b4f0ef30006dbb718,suozzi-calling-hochul-interim-governor-s-misleadin,pants-on-fire,0.0,pants-on-fire,wrong_false,5.0,3.2,5,4.0,5.0,5.0,3.0,1.0,2.0,51-80,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree","50,000$ to less than 75,000$",Liberal,Democrat,No opinion either way,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,slightly_true,slightly_true,completely_true,slightly_true,slightly_true,not_true_and_not_untrue,slightly_true,slightly_untrue,2.0,0.0,1.0,1.0,0.0,1.0,dont_know,definetely_untrue,definetely_true,definetely_true,definetely_untrue,definetely_true,1.0,DEM,1.0,5,3,0.6,49.48,0.0,0.0,neutral,bassa,3.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,102.85,1,1,1,0.5833333333333333,0.5,0.3333333333333333
26,567dd32b4f0ef30006dbb718,hard-pin-down-growing-cost-unused-border-materials,half-true,3.0,other,other,3.0,3.6,0,4.0,5.0,5.0,3.0,1.0,2.0,51-80,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree","50,000$ to less than 75,000$",Liberal,Democrat,No opinion either way,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,slightly_true,slightly_true,completely_true,slightly_true,slightly_true,not_true_and_not_untrue,slightly_true,slightly_untrue,2.0,0.0,1.0,1.0,0.0,1.0,dont_know,definetely_untrue,definetely_true,definetely_true,definetely_untrue,definetely_true,2.0,DEM,5.0,17,13,0.7647058823529411,62.68,-0.1,0.1,negative,bassa,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,168.35,1,0,1,1.0,0.1,0.6923076923076923
27,567dd32b4f0ef30006dbb718,roe-reversal-ending-national-access-abortion-makes,mostly-true,4.0,other,other,2.0,3.2,2,4.0,5.0,5.0,3.0,1.0,2.0,51-80,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree","50,000$ to less than 75,000$",Liberal,Democrat,No opinion either way,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,slightly_true,slightly_true,completely_true,slightly_true,slightly_true,not_true_and_not_untrue,slightly_true,slightly_untrue,2.0,0.0,1.0,1.0,0.0,1.0,dont_know,definetely_untrue,definetely_true,definetely_true,definetely_untrue,definetely_true,3.0,DEM,6.0,23,17,0.7391304347826086,68.26,0.1,0.3,positive,media-bassa,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,148.56,1,4,1,1.0,0.4166666666666667,0.4117647058823529
28,567dd32b4f0ef30006dbb718,lauren-boebert-wrong-founding-fathers-intent-exper,false,1.0,other,other,0.0,2.1,1,4.0,5.0,5.0,3.0,1.0,2.0,51-80,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree","50,000$ to less than 75,000$",Liberal,Democrat,No opinion either way,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,slightly_true,slightly_true,completely_true,slightly_true,slightly_true,not_true_and_not_untrue,slightly_true,slightly_untrue,2.0,0.0,1.0,1.0,0.0,1.0,dont_know,definetely_untrue,definetely_true,definetely_true,definetely_untrue,definetely_true,4.0,REP,6.0,17,10,0.5882352941176471,54.22,0.1,0.4,positive,media,4.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,129.93,1,0,1,1.0,0.375,0.5
29,567dd32b4f0ef30006dbb718,democrats-say-david-jolly-david-jolly-supports-pri,barely-true,2.0,other,other,3.0,2.9,1,4.0,5.0,5.0,3.0,1.0,2.0,51-80,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree","50,000$ to less than 75,000$",Liberal,Democrat,No opinion either way,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,slightly_true,slightly_true,completely_true,slightly_true,slightly_true,not_true_and_not_untrue,slightly_true,slightly_untrue,2.0,0.0,1.0,1.0,0.0,1.0,dont_know,definetely_untrue,definetely_true,definetely_true,definetely_untrue,definetely_true,5.0,DEM,7.0,7,7,1.0,5.15,0.0333333333333333,0.0666666666666666,positive,bassa,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,98.02,1,1,1,1.0,0.5714285714285714,1.0
30,56caf7b564c068000c4d798a,state-crime-lab-doing-less-testing-and-generally-t,true,5.0,true,wrong_true,4.0,3.0,1,3.0,1.0,5.0,1.0,0.0,1.0,36-50,High school graduate or GED (includes technical/vocational training that doesnât towards college credit),"50,000$ to less than 75,000$",Conservative,Republican,Disagree,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,completely_true,completely_true,completely_true,completely_true,slightly_true,completely_true,completely_true,completely_true,0.0,0.0,1.0,1.0,0.0,1.0,definetely_untrue,definetely_untrue,definetely_true,definetely_true,definetely_untrue,definetely_true,6.0,REP,4.0,37,28,0.7567567567567568,42.38,0.0766666666666666,0.4133333333333333,positive,media,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,54.66,1,0,1,1.0,0.625,0.3703703703703703
