worker_id,doc_id,doc_fact_check_ground_truth_label,doc_fact_check_ground_truth_value,sovra,quartile,doc_truthfulness_value,mean,age_ans_index,school_ans_index,taxes_ans_index,political_views_ans_index,consideration_ans_index,southern_border_ans_index,s_info_1_ans_index,s_info_3_v2_ans_index,s_info_4_ans_index,s_info_5_ans_index,s_info_6_ans_index,s_info_7_ans_index,s_com_1_v2_ans_index,s_com_2_ans_index,k_info_1_ans_index,k_info_2_ans_index,k_info_3_ans_index,k_crea_2_ans_index,k_ai_2_ans_index,k_ai_4_ans_index,doc_index,doc_speaker_party,doc_statement_date,numero_parole_frase,numero_parole_significative,percentuale_parole_significative,fre,sentiment,subjectivity,doc_completeness_index,doc_comprehensibility_index,doc_precision_index,doc_informativeness_index,doc_unbiasedness_index,doc_accuracy_index,doc_speaker's-trustworthiness_index,doc_confidence_index,doc_time_elapsed,query_amount_per_doc,response_position,selected_amount_per_doc,sim_statem_query,sim_statem_resname,sim_statem_ressnip
5658000ca9872d0011e1ba26,nikki-frieds-ad-misleads-crists-position-abortion-,barely-true,2.0,other,other,5.0,3.1,2.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,DEM,6.0,4,3,0.75,75.88,0.0,0.0,,,,,,,,,,1,2,1,1.0,0.3333333333333333,0.3333333333333333
5658000ca9872d0011e1ba26,marjorie-taylor-greene-shared-edited-image-highlan,false,1.0,other,other,0.0,1.1,2.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,REP,7.0,20,13,0.65,59.64,-0.1,0.05,,,,,,,,,,1,0,1,0.90625,0.3333333333333333,0.4615384615384615
5658000ca9872d0011e1ba26,virginia-975-abortions-occur-15-weeks-pregnancy-or,mostly-true,4.0,other,other,4.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,DEM,7.0,11,8,0.7272727272727273,60.31,0.0,0.0,,,,,,,,,,1,0,1,0.9,0.5,0.875
5658000ca9872d0011e1ba26,susan-collins-says-year-overwhelming-majority-new-,true,5.0,true,wrong_true,5.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,REP,7.0,11,8,0.7272727272727273,68.77,0.3181818181818182,0.7272727272727273,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,149.14,2,2,1,0.9,0.0,0.625
565bdfcec121fe0012fc3897,fact-checking-chris-murphy-ages-mass-shooters,mostly-true,4.0,other,other,3.0,3.1,2.0,2.0,7.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,DEM,5.0,11,7,0.6363636363636364,102.61,0.0,0.0,,,,,,,,,,1,1,1,0.6071428571428572,0.0,0.8571428571428571
565bdfcec121fe0012fc3897,marjorie-taylor-greene-shared-edited-image-highlan,false,1.0,other,other,5.0,1.1,2.0,2.0,7.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,REP,7.0,20,13,0.65,59.64,-0.1,0.05,,,,,,,,,,1,3,1,0.4,0.25,0.3076923076923077
565bdfcec121fe0012fc3897,rep-doug-holders-texting-while-driving-stat-too-hi,barely-true,2.0,other,other,3.0,2.4,2.0,2.0,7.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,REP,7.0,13,8,0.6153846153846154,49.82,0.1,0.4,,,,,,,,,,1,10,1,0.1704545454545454,0.125,0.125
565bdfcec121fe0012fc3897,fact-checking-joe-biden-paying-down-federal-debt,half-true,3.0,other,other,0.0,3.0,2.0,2.0,7.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,DEM,5.0,19,11,0.5789473684210527,43.73,-0.1555555555555555,0.2888888888888889,,,,,,,,,,1,3,1,0.4166666666666666,0.4,0.1818181818181818
565bdfcec121fe0012fc3897,fact-checking-bernie-sanders-claim-us-spends-three,true,5.0,true,other_true,4.0,3.6,2.0,2.0,7.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,DEM,12.0,27,16,0.5925925925925926,86.37,0.5,0.5,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,652.82,2,1,1,0.2526315789473684,0.125,0.3125
565bdfcec121fe0012fc3897,graphic-labeled-top-ten-most-unhealthy-us-cities-d,pants-on-fire,0.0,pants-on-fire,other_false,4.0,1.7,2.0,2.0,7.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,REP,2.0,25,21,0.84,46.1,0.0333333333333333,0.3999999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,379.61,3,0,1,0.1488095238095238,0.0,0.0
567dd32b4f0ef30006dbb718,more-50-years-ago-new-york-republican-support-abor,true,5.0,true,other_true,4.0,3.7,4.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,DEM,5.0,20,14,0.7,51.18,0.1363636363636363,0.4545454545454545,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,36.67,1,0,1,1.0,0.5555555555555556,0.6923076923076923
567dd32b4f0ef30006dbb718,suozzi-calling-hochul-interim-governor-s-misleadin,pants-on-fire,0.0,pants-on-fire,wrong_false,5.0,3.2,4.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,DEM,1.0,5,3,0.6,49.48,0.0,0.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,102.85,1,1,1,0.5833333333333333,0.5,0.3333333333333333
567dd32b4f0ef30006dbb718,hard-pin-down-growing-cost-unused-border-materials,half-true,3.0,other,other,3.0,3.6,4.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,DEM,5.0,17,13,0.7647058823529411,62.68,-0.1,0.1,,,,,,,,,,1,0,1,1.0,0.1,0.6923076923076923
567dd32b4f0ef30006dbb718,roe-reversal-ending-national-access-abortion-makes,mostly-true,4.0,other,other,2.0,3.2,4.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,DEM,6.0,23,17,0.7391304347826086,68.26,0.1,0.3,,,,,,,,,,1,4,1,1.0,0.4166666666666667,0.4117647058823529
567dd32b4f0ef30006dbb718,lauren-boebert-wrong-founding-fathers-intent-exper,false,1.0,other,other,0.0,2.1,4.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,REP,6.0,17,10,0.5882352941176471,54.22,0.1,0.4,,,,,,,,,,1,0,1,1.0,0.375,0.5
567dd32b4f0ef30006dbb718,democrats-say-david-jolly-david-jolly-supports-pri,barely-true,2.0,other,other,3.0,2.9,4.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,5.0,DEM,7.0,7,7,1.0,5.15,0.0333333333333333,0.0666666666666666,,,,,,,,,,1,1,1,1.0,0.5714285714285714,1.0
56caf7b564c068000c4d798a,state-crime-lab-doing-less-testing-and-generally-t,true,5.0,true,wrong_true,4.0,3.0,3.0,1.0,5.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,REP,4.0,37,28,0.7567567567567568,42.38,0.0766666666666666,0.4133333333333333,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,54.66,1,0,1,1.0,0.625,0.3703703703703703
56caf7b564c068000c4d798a,democrats-say-david-jolly-david-jolly-supports-pri,barely-true,2.0,other,other,4.0,2.9,3.0,1.0,5.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,DEM,7.0,7,7,1.0,5.15,0.0333333333333333,0.0666666666666666,,,,,,,,,,1,0,1,0.5555555555555556,0.75,0.4285714285714285
56caf7b564c068000c4d798a,barnes-partially-right-claim-johnson-has-received-,half-true,3.0,other,other,4.0,2.6,3.0,1.0,5.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,DEM,5.0,16,12,0.75,72.16,0.0,0.0,,,,,,,,,,1,0,1,0.8391608391608392,0.6666666666666666,0.4166666666666667
56caf7b564c068000c4d798a,charlie-crist-calls-marco-rubios-2007-tax-swap-pro,false,1.0,other,other,4.0,3.3,3.0,1.0,5.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,DEM,7.0,11,8,0.7272727272727273,68.77,0.0,1.0,,,,,,,,,,1,8,1,0.8035714285714286,0.2857142857142857,0.2857142857142857
56caf7b564c068000c4d798a,fact-checking-whether-bennie-thompson-objected-200,mostly-true,4.0,other,other,5.0,4.5,3.0,1.0,5.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,REP,6.0,8,6,0.75,29.52,0.0,0.0,,,,,,,,,,2,1,1,1.0,0.0,0.0
56caf7b564c068000c4d798a,georgias-david-perdue-said-elections-were-stolen-h,pants-on-fire,0.0,pants-on-fire,other_false,4.0,2.1,3.0,1.0,5.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,REP,3.0,12,9,0.75,67.76,0.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,73.95,1,1,1,0.8444444444444444,0.3333333333333333,0.4444444444444444
56f9364e895094000c8f4967,state-crime-lab-doing-less-testing-and-generally-t,true,5.0,true,wrong_true,0.0,3.0,3.0,3.0,5.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,REP,4.0,37,28,0.7567567567567568,42.38,0.0766666666666666,0.4133333333333333,,,,,,,,,,1,4,3,0.6111111111111112,1.0,0.1481481481481481
56f9364e895094000c8f4967,warren-wades-debate-health-care-costs-and-bankrupt,mostly-true,4.0,other,other,0.0,3.3,3.0,3.0,5.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,DEM,10.0,24,13,0.5416666666666666,47.12,-0.1111111111111111,0.2222222222222222,,,,,,,,,,2,1,6,0.6538461538461539,0.0,0.2307692307692307
56f9364e895094000c8f4967,democrats-say-david-jolly-david-jolly-supports-pri,barely-true,2.0,other,other,0.0,2.9,3.0,3.0,5.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,DEM,7.0,7,7,1.0,5.15,0.0333333333333333,0.0666666666666666,,,,,,,,,,1,1,6,0.7291666666666667,0.5714285714285714,1.0
56f9364e895094000c8f4967,biden-wrong-claim-about-gun-manufacturers-and-liab,false,1.0,other,other,1.0,1.4,3.0,3.0,5.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,DEM,6.0,14,7,0.5,31.89,0.0,1.0,,,,,,,,,,1,1,3,0.5625,0.1666666666666666,0.2857142857142857
56f9364e895094000c8f4967,SB6-Crist-veto-health-care,half-true,3.0,other,other,5.0,2.6,3.0,3.0,5.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,DEM,7.0,25,15,0.6,75.71,-0.1,0.6,,,,,,,,,,1,3,3,0.475,0.25,0.1428571428571428
56f9364e895094000c8f4967,jd-vance-says-transgender-rights-drives-looming-co,pants-on-fire,0.0,pants-on-fire,correct_false,1.0,1.2,3.0,3.0,5.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,REP,2.0,15,12,0.8,64.71,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,75.7,1,0,3,0.4761904761904761,0.2727272727272727,0.1666666666666666
57bfc1beef05670001ee84c2,fact-checking-bernie-sanders-attack-florida-gov-ro,half-true,3.0,other,other,0.0,2.1,2.0,3.0,5.0,1.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,DEM,7.0,27,19,0.7037037037037037,57.77,0.225,0.2166666666666666,,,,,,,,,,2,2,1,0.2101449275362318,0.2222222222222222,0.0526315789473684
57bfc1beef05670001ee84c2,gop-senate-candidate-hinckley-says-there-no-money-,false,1.0,other,other,0.0,1.7,2.0,3.0,5.0,1.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,REP,7.0,6,4,0.6666666666666666,48.47,0.0333333333333333,0.0666666666666666,,,,,,,,,,1,1,1,0.25,0.25,0.5
57bfc1beef05670001ee84c2,democrats-still-exaggerating-gop-backing-scotts-pl,barely-true,2.0,other,other,3.0,2.2,2.0,3.0,5.0,1.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,DEM,5.0,25,18,0.72,46.1,0.0333333333333333,0.0666666666666666,,,,,,,,,,1,1,1,0.3859649122807017,0.4444444444444444,0.0
57bfc1beef05670001ee84c2,claim-kids-more-likely-have-access-crack-pipes-mas,pants-on-fire,0.0,pants-on-fire,other_false,0.0,1.4,2.0,3.0,5.0,1.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,REP,2.0,20,11,0.55,59.64,0.25,0.75,1.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,41.66,2,0,1,0.5,0.1,0.2727272727272727
57bfc1beef05670001ee84c2,checking-beasley-votes-armed-kidnapper-and-double-,mostly-true,4.0,other,other,3.0,3.8,2.0,3.0,5.0,1.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,REP,6.0,16,11,0.6875,46.78,0.05,0.15,,,,,,,,,,1,3,1,0.6818181818181819,0.125,0.0909090909090909
57bfc1beef05670001ee84c2,warrens-argument-millions-cant-afford-their-rx-dru,true,5.0,true,other_true,1.0,4.1,2.0,3.0,5.0,1.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,DEM,12.0,15,11,0.7333333333333333,56.25,0.2,0.4833333333333333,1.0,3.0,0.0,2.0,0.0,0.0,2.0,4.0,98.13,2,2,1,0.4153846153846153,0.3333333333333333,0.3636363636363636
57d940a5995a0b00016350be,allan-fung-former-ri-gov-donald-carcieri-has-not-b,true,5.0,true,wrong_true,3.0,2.7,4.0,2.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,6.0,REP,7.0,8,4,0.5,71.82,0.0,0.0,4.0,4.0,4.0,1.0,0.0,2.0,1.0,4.0,237.22,2,0,1,0.8333333333333333,0.0,0.0
57d940a5995a0b00016350be,yes-trump-justices-said-roe-v-wade-was-precedent-c,mostly-true,4.0,other,other,5.0,3.7,4.0,2.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,DEM,5.0,22,16,0.7272727272727273,43.39,0.0,0.0,,,,,,,,,,1,2,2,0.8784313725490196,0.4285714285714285,0.1875
57d940a5995a0b00016350be,bidens-claim-medicare-all-tax-hikes-rests-flaky-an,barely-true,2.0,other,other,0.0,2.5,4.0,2.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,DEM,10.0,31,16,0.5161290322580645,65.39,0.3181818181818182,0.4772727272727273,,,,,,,,,,1,2,2,0.7875,0.0,0.6875
57d940a5995a0b00016350be,kevin-mccarthy-said-domestic-oil-more-affordable-i,false,1.0,other,other,0.0,1.7,4.0,2.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,REP,6.0,9,6,0.6666666666666666,62.34,0.1875,0.3125,,,,,,,,,,1,3,1,0.3111111111111111,0.1666666666666666,0.5
57d940a5995a0b00016350be,ohios-jd-vance-wants-defund-federal-law-enforcemen,half-true,3.0,other,other,2.0,2.9,4.0,2.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,DEM,6.0,7,6,0.8571428571428571,81.29,0.2,0.1,,,,,,,,,,1,9,1,0.5833333333333333,0.3333333333333333,0.6666666666666666
57d940a5995a0b00016350be,common-core-testing-homosexual-possibly-can,pants-on-fire,0.0,pants-on-fire,correct_false,0.0,0.7,4.0,2.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,REP,5.0,25,14,0.56,46.1,-0.15,0.75,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,196.84,1,4,1,0.4666666666666667,0.0909090909090909,0.4285714285714285
57e7bb4e73e67300012b8e2a,virginia-blacks-eight-times-more-likely-whites-be-,true,5.0,true,correct_true,5.0,4.5,4.0,2.0,5.0,3.0,1.0,1.0,4.0,0.0,4.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,DEM,6.0,18,13,0.7222222222222222,78.59,0.0833333333333333,0.4833333333333333,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,428.37,1,2,1,0.4340277777777778,0.2,0.4166666666666667
57e7bb4e73e67300012b8e2a,secretary-state-brian-kemp-says-challenger-didnt-v,false,1.0,other,other,4.0,2.0,4.0,2.0,5.0,3.0,1.0,1.0,4.0,0.0,4.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,REP,6.0,18,13,0.7222222222222222,44.75,0.4,0.5,,,,,,,,,,5,0,1,0.5428571428571429,0.25,0.2307692307692307
57e7bb4e73e67300012b8e2a,among-children-firearms-leading-cause-death-2020,mostly-true,4.0,other,other,5.0,3.5,4.0,2.0,5.0,3.0,1.0,1.0,4.0,0.0,4.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,DEM,5.0,10,7,0.7,86.71,0.0,0.0,,,,,,,,,,1,1,2,0.8571428571428572,0.2857142857142857,0.5714285714285714
57e7bb4e73e67300012b8e2a,fact-checking-claim-about-number-immigrants-becomi,half-true,3.0,other,other,3.0,3.4,4.0,2.0,5.0,3.0,1.0,1.0,4.0,0.0,4.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,DEM,7.0,30,13,0.4333333333333333,74.87,0.3333333333333333,0.3555555555555555,,,,,,,,,,1,1,1,0.34375,0.375,0.6923076923076923
